candidate_kind,candidate_id,source_event_id,substation_id,window_start,window_end,sample_count,expected_sample_count,coverage_rate,audit_status,exclusion_reason,fault_label,efd_possible,disturbance_count,fault_window_overlap,fixed_eval_window_overlap
candidate_normal,candidate_normal_s15_20180602,,15,2018-06-02 00:00:00,2018-06-09 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s15_20180702,,15,2018-07-02 00:00:00,2018-07-09 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s15_20180801,,15,2018-08-01 00:00:00,2018-08-08 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s15_20180831,,15,2018-08-31 00:00:00,2018-09-07 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s15_20180930,,15,2018-09-30 00:00:00,2018-10-07 00:00:00,1008,1008,1.0,excluded,fixed_eval_window_overlap|substation_quota_full,,,0.0,False,True
candidate_normal,candidate_normal_s15_20181030,,15,2018-10-30 00:00:00,2018-11-06 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s15_20181129,,15,2018-11-29 00:00:00,2018-12-06 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s15_20181229,,15,2018-12-29 00:00:00,2019-01-05 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s15_20190128,,15,2019-01-28 00:00:00,2019-02-04 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s15_20190227,,15,2019-02-27 00:00:00,2019-03-06 00:00:00,1008,1008,1.0,excluded,fixed_eval_window_overlap|substation_quota_full,,,0.0,False,True
candidate_normal,candidate_normal_s15_20190329,,15,2019-03-29 00:00:00,2019-04-05 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s15_20190428,,15,2019-04-28 00:00:00,2019-05-05 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s15_20190528,,15,2019-05-28 00:00:00,2019-06-04 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s15_20190627,,15,2019-06-27 00:00:00,2019-07-04 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s15_20190727,,15,2019-07-27 00:00:00,2019-08-03 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s15_20190826,,15,2019-08-26 00:00:00,2019-09-02 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s15_20190925,,15,2019-09-25 00:00:00,2019-10-02 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s15_20191025,,15,2019-10-25 00:00:00,2019-11-01 00:00:00,905,1008,0.8978174603174603,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s15_20191124,,15,2019-11-24 00:00:00,2019-12-01 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s15_20191224,,15,2019-12-24 00:00:00,2019-12-31 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s15_20200123,,15,2020-01-23 00:00:00,2020-01-30 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s15_20200222,,15,2020-02-22 00:00:00,2020-02-29 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s15_20200323,,15,2020-03-23 00:00:00,2020-03-30 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s15_20200422,,15,2020-04-22 00:00:00,2020-04-29 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s15_20200522,,15,2020-05-22 00:00:00,2020-05-29 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s15_20200621,,15,2020-06-21 00:00:00,2020-06-28 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s15_20200721,,15,2020-07-21 00:00:00,2020-07-28 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20160423,,16,2016-04-23 00:00:00,2016-04-30 00:00:00,1008,1008,1.0,accepted,,,,0.0,False,False
candidate_normal,candidate_normal_s16_20160523,,16,2016-05-23 00:00:00,2016-05-30 00:00:00,1008,1008,1.0,accepted,,,,0.0,False,False
candidate_normal,candidate_normal_s16_20160622,,16,2016-06-22 00:00:00,2016-06-29 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20160722,,16,2016-07-22 00:00:00,2016-07-29 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20160821,,16,2016-08-21 00:00:00,2016-08-28 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20160920,,16,2016-09-20 00:00:00,2016-09-27 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20161020,,16,2016-10-20 00:00:00,2016-10-27 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20161119,,16,2016-11-19 00:00:00,2016-11-26 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20161219,,16,2016-12-19 00:00:00,2016-12-26 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20170118,,16,2017-01-18 00:00:00,2017-01-25 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20170217,,16,2017-02-17 00:00:00,2017-02-24 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20170319,,16,2017-03-19 00:00:00,2017-03-26 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20170418,,16,2017-04-18 00:00:00,2017-04-25 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20170518,,16,2017-05-18 00:00:00,2017-05-25 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20170617,,16,2017-06-17 00:00:00,2017-06-24 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20170717,,16,2017-07-17 00:00:00,2017-07-24 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20170816,,16,2017-08-16 00:00:00,2017-08-23 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20170915,,16,2017-09-15 00:00:00,2017-09-22 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20171015,,16,2017-10-15 00:00:00,2017-10-22 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20171114,,16,2017-11-14 00:00:00,2017-11-21 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20171214,,16,2017-12-14 00:00:00,2017-12-21 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20180113,,16,2018-01-13 00:00:00,2018-01-20 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20180212,,16,2018-02-12 00:00:00,2018-02-19 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20180314,,16,2018-03-14 00:00:00,2018-03-21 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20180413,,16,2018-04-13 00:00:00,2018-04-20 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20180513,,16,2018-05-13 00:00:00,2018-05-20 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20180612,,16,2018-06-12 00:00:00,2018-06-19 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20180712,,16,2018-07-12 00:00:00,2018-07-19 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20180811,,16,2018-08-11 00:00:00,2018-08-18 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20180910,,16,2018-09-10 00:00:00,2018-09-17 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20181010,,16,2018-10-10 00:00:00,2018-10-17 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20181109,,16,2018-11-09 00:00:00,2018-11-16 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20181209,,16,2018-12-09 00:00:00,2018-12-16 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20190108,,16,2019-01-08 00:00:00,2019-01-15 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20190207,,16,2019-02-07 00:00:00,2019-02-14 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20190309,,16,2019-03-09 00:00:00,2019-03-16 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20190408,,16,2019-04-08 00:00:00,2019-04-15 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20190508,,16,2019-05-08 00:00:00,2019-05-15 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20190607,,16,2019-06-07 00:00:00,2019-06-14 00:00:00,304,1008,0.30158730158730157,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20190707,,16,2019-07-07 00:00:00,2019-07-14 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20190806,,16,2019-08-06 00:00:00,2019-08-13 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20190905,,16,2019-09-05 00:00:00,2019-09-12 00:00:00,521,1008,0.5168650793650794,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20191005,,16,2019-10-05 00:00:00,2019-10-12 00:00:00,395,1008,0.39186507936507936,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20191104,,16,2019-11-04 00:00:00,2019-11-11 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20191204,,16,2019-12-04 00:00:00,2019-12-11 00:00:00,0,1008,0.0,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20200103,,16,2020-01-03 00:00:00,2020-01-10 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20200202,,16,2020-02-02 00:00:00,2020-02-09 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20200303,,16,2020-03-03 00:00:00,2020-03-10 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20200402,,16,2020-04-02 00:00:00,2020-04-09 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20200502,,16,2020-05-02 00:00:00,2020-05-09 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20200601,,16,2020-06-01 00:00:00,2020-06-08 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s16_20200701,,16,2020-07-01 00:00:00,2020-07-08 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20141225,,17,2014-12-25 00:00:00,2015-01-01 00:00:00,1008,1008,1.0,accepted,,,,0.0,False,False
candidate_normal,candidate_normal_s17_20150124,,17,2015-01-24 00:00:00,2015-01-31 00:00:00,1008,1008,1.0,accepted,,,,0.0,False,False
candidate_normal,candidate_normal_s17_20150223,,17,2015-02-23 00:00:00,2015-03-02 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20150325,,17,2015-03-25 00:00:00,2015-04-01 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20150424,,17,2015-04-24 00:00:00,2015-05-01 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20150524,,17,2015-05-24 00:00:00,2015-05-31 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20150623,,17,2015-06-23 00:00:00,2015-06-30 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20150723,,17,2015-07-23 00:00:00,2015-07-30 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20150822,,17,2015-08-22 00:00:00,2015-08-29 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20150921,,17,2015-09-21 00:00:00,2015-09-28 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20151021,,17,2015-10-21 00:00:00,2015-10-28 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20151120,,17,2015-11-20 00:00:00,2015-11-27 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20151220,,17,2015-12-20 00:00:00,2015-12-27 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20160119,,17,2016-01-19 00:00:00,2016-01-26 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20160218,,17,2016-02-18 00:00:00,2016-02-25 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20160319,,17,2016-03-19 00:00:00,2016-03-26 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20160418,,17,2016-04-18 00:00:00,2016-04-25 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20160518,,17,2016-05-18 00:00:00,2016-05-25 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20160617,,17,2016-06-17 00:00:00,2016-06-24 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20160717,,17,2016-07-17 00:00:00,2016-07-24 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20160816,,17,2016-08-16 00:00:00,2016-08-23 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20160915,,17,2016-09-15 00:00:00,2016-09-22 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20161015,,17,2016-10-15 00:00:00,2016-10-22 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20161114,,17,2016-11-14 00:00:00,2016-11-21 00:00:00,1008,1008,1.0,excluded,fixed_eval_window_overlap|substation_quota_full,,,0.0,False,True
candidate_normal,candidate_normal_s17_20161214,,17,2016-12-14 00:00:00,2016-12-21 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20170113,,17,2017-01-13 00:00:00,2017-01-20 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20170212,,17,2017-02-12 00:00:00,2017-02-19 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20170314,,17,2017-03-14 00:00:00,2017-03-21 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20170413,,17,2017-04-13 00:00:00,2017-04-20 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20170513,,17,2017-05-13 00:00:00,2017-05-20 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20170612,,17,2017-06-12 00:00:00,2017-06-19 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20170712,,17,2017-07-12 00:00:00,2017-07-19 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20170811,,17,2017-08-11 00:00:00,2017-08-18 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20170910,,17,2017-09-10 00:00:00,2017-09-17 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20171010,,17,2017-10-10 00:00:00,2017-10-17 00:00:00,1008,1008,1.0,excluded,fixed_eval_window_overlap|substation_quota_full,,,0.0,False,True
candidate_normal,candidate_normal_s17_20171109,,17,2017-11-09 00:00:00,2017-11-16 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20171209,,17,2017-12-09 00:00:00,2017-12-16 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20180108,,17,2018-01-08 00:00:00,2018-01-15 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20180207,,17,2018-02-07 00:00:00,2018-02-14 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20180309,,17,2018-03-09 00:00:00,2018-03-16 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20180408,,17,2018-04-08 00:00:00,2018-04-15 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20180508,,17,2018-05-08 00:00:00,2018-05-15 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20180607,,17,2018-06-07 00:00:00,2018-06-14 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20180707,,17,2018-07-07 00:00:00,2018-07-14 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20180806,,17,2018-08-06 00:00:00,2018-08-13 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20180905,,17,2018-09-05 00:00:00,2018-09-12 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20181005,,17,2018-10-05 00:00:00,2018-10-12 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20181104,,17,2018-11-04 00:00:00,2018-11-11 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20181204,,17,2018-12-04 00:00:00,2018-12-11 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20190103,,17,2019-01-03 00:00:00,2019-01-10 00:00:00,1008,1008,1.0,excluded,disturbance_overlap|fault_window_overlap|substation_quota_full,,,1.0,True,False
candidate_normal,candidate_normal_s17_20190202,,17,2019-02-02 00:00:00,2019-02-09 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20190304,,17,2019-03-04 00:00:00,2019-03-11 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20190403,,17,2019-04-03 00:00:00,2019-04-10 00:00:00,975,1008,0.9672619047619048,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20190503,,17,2019-05-03 00:00:00,2019-05-10 00:00:00,748,1008,0.7420634920634921,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20190602,,17,2019-06-02 00:00:00,2019-06-09 00:00:00,645,1008,0.6398809523809523,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20190702,,17,2019-07-02 00:00:00,2019-07-09 00:00:00,459,1008,0.45535714285714285,excluded,low_coverage|substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20190801,,17,2019-08-01 00:00:00,2019-08-08 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20190831,,17,2019-08-31 00:00:00,2019-09-07 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20190930,,17,2019-09-30 00:00:00,2019-10-07 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20191030,,17,2019-10-30 00:00:00,2019-11-06 00:00:00,969,1008,0.9613095238095238,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20191129,,17,2019-11-29 00:00:00,2019-12-06 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20191229,,17,2019-12-29 00:00:00,2020-01-05 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20200128,,17,2020-01-28 00:00:00,2020-02-04 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20200227,,17,2020-02-27 00:00:00,2020-03-05 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20200328,,17,2020-03-28 00:00:00,2020-04-04 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20200427,,17,2020-04-27 00:00:00,2020-05-04 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s17_20200527,,17,2020-05-27 00:00:00,2020-06-03 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s18_20131218,,18,2013-12-18 00:00:00,2013-12-25 00:00:00,1008,1008,1.0,accepted,,,,0.0,False,False
candidate_normal,candidate_normal_s18_20140117,,18,2014-01-17 00:00:00,2014-01-24 00:00:00,1008,1008,1.0,accepted,,,,0.0,False,False
candidate_normal,candidate_normal_s18_20140216,,18,2014-02-16 00:00:00,2014-02-23 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s18_20140318,,18,2014-03-18 00:00:00,2014-03-25 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s18_20140417,,18,2014-04-17 00:00:00,2014-04-24 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s18_20140517,,18,2014-05-17 00:00:00,2014-05-24 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s18_20140616,,18,2014-06-16 00:00:00,2014-06-23 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s18_20140716,,18,2014-07-16 00:00:00,2014-07-23 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s18_20140815,,18,2014-08-15 00:00:00,2014-08-22 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s18_20140914,,18,2014-09-14 00:00:00,2014-09-21 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s18_20141014,,18,2014-10-14 00:00:00,2014-10-21 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s18_20141113,,18,2014-11-13 00:00:00,2014-11-20 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s18_20141213,,18,2014-12-13 00:00:00,2014-12-20 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s18_20150112,,18,2015-01-12 00:00:00,2015-01-19 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s18_20150211,,18,2015-02-11 00:00:00,2015-02-18 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s18_20150313,,18,2015-03-13 00:00:00,2015-03-20 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s18_20150412,,18,2015-04-12 00:00:00,2015-04-19 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s18_20150512,,18,2015-05-12 00:00:00,2015-05-19 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s18_20150611,,18,2015-06-11 00:00:00,2015-06-18 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s18_20150711,,18,2015-07-11 00:00:00,2015-07-18 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
candidate_normal,candidate_normal_s18_20150810,,18,2015-08-10 00:00:00,2015-08-17 00:00:00,1008,1008,1.0,excluded,substation_quota_full,,,0.0,False,False
